id_user,Cantidad_items,Dinero_gastado,recommend
76561198079117993,20,154.91,No hay reseñas.
76561198079118839,23,239.85,100.00 %
76561198079120369,41,624.66,No hay reseñas.
76561198079124440,41,479.76,No hay reseñas.
76561198079126248,31,204.89,No hay reseñas.
76561198079127012,8,0.0,No hay reseñas.
76561198079127653,4,0.0,No hay reseñas.
76561198079128867,24,320.84000000000003,No hay reseñas.
76561198079130366,2,34.98,No hay reseñas.
76561198079130874,50,545.66,No hay reseñas.
76561198079132774,7,84.94999999999999,No hay reseñas.
76561198079133511,13,190.89,No hay reseñas.
76561198079137635,8,54.96,No hay reseñas.
76561198079137870,43,535.68,No hay reseñas.
76561198079138280,27,234.82999999999998,No hay reseñas.
76561198079139043,12,99.96000000000001,No hay reseñas.
76561198079139922,7,37.97,No hay reseñas.
76561198079140987,10,9.99,No hay reseñas.
76561198079142162,82,661.59,100.00 %
76561198079148803,79,1017.25,No hay reseñas.
76561198079149720,37,174.89,0.00 %
76561198079152214,6,34.97,No hay reseñas.
76561198079156077,14,374.87,No hay reseñas.
76561198079159782,7,79.97,No hay reseñas.
76561198079160538,16,149.92,No hay reseñas.
76561198079167607,1,19.99,No hay reseñas.
76561198079169047,16,29.98,No hay reseñas.
76561198079169130,16,110.95,No hay reseñas.
76561198079169255,5,0.0,No hay reseñas.
76561198079186950,57,570.66,No hay reseñas.
76561198079197688,20,104.92999999999999,No hay reseñas.
76561198079197692,1,0.0,No hay reseñas.
76561198079197993,4,24.98,100.00 %
76561198079201480,65,897.52,No hay reseñas.
76561198079203921,20,175.87,No hay reseñas.
76561198079204391,27,309.85,No hay reseñas.
76561198079211374,1,9.99,No hay reseñas.
76561198079211507,47,488.74,50.00 %
76561198079213108,1,0.0,No hay reseñas.
76561198079214721,60,714.4,No hay reseñas.
76561198079215291,53,479.07,No hay reseñas.
76561198079218581,94,1836.09,100.00 %
76561198079219973,13,199.93,No hay reseñas.
76561198079220344,115,975.34,No hay reseñas.
76561198079221653,16,94.93,No hay reseñas.
76561198079222199,11,0.0,No hay reseñas.
76561198079223196,47,604.74,100.00 %
76561198079225059,13,344.87,100.00 %
76561198079227149,9,139.91,No hay reseñas.
76561198079227569,113,1631.1,100.00 %
76561198079228100,37,656.68,No hay reseñas.
76561198079228209,29,374.83,No hay reseñas.
76561198079229626,13,114.95,No hay reseñas.
76561198079233000,3,59.99,No hay reseñas.
76561198079233065,2,0.0,No hay reseñas.
76561198079236227,25,244.79999999999998,No hay reseñas.
76561198079237845,57,778.46,No hay reseñas.
76561198079238451,13,9.99,No hay reseñas.
76561198079240069,2,19.98,No hay reseñas.
76561198079240799,1,0.0,No hay reseñas.
76561198079240804,16,59.96,No hay reseñas.
76561198079243516,6,74.95,No hay reseñas.
76561198079245307,21,226.85,No hay reseñas.
76561198079245701,20,333.81,No hay reseñas.
76561198079246138,22,258.83,No hay reseñas.
76561198079248007,17,44.97,No hay reseñas.
76561198079253190,13,119.9,No hay reseñas.
76561198079254183,24,282.87,No hay reseñas.
76561198079254609,49,500.62,100.00 %
76561198079260534,1,0.0,No hay reseñas.
76561198079260861,129,1692.67,100.00 %
76561198079263488,1,19.99,No hay reseñas.
76561198079263744,11,59.96,No hay reseñas.
76561198079264735,3,39.98,No hay reseñas.
76561198079265127,7,14.99,No hay reseñas.
76561198079274850,143,1550.33,No hay reseñas.
76561198079275068,7,34.980000000000004,No hay reseñas.
76561198079278403,26,438.77,No hay reseñas.
76561198079283700,94,687.5699999999999,No hay reseñas.
76561198079284894,89,341.2,No hay reseñas.
76561198079286788,1,24.99,No hay reseñas.
76561198079287373,9,59.95,No hay reseñas.
76561198079293112,45,490.62,0.00 %
76561198079296682,17,188.87,No hay reseñas.
76561198079297665,134,1412.05,No hay reseñas.
76561198079298522,71,818.51,100.00 %
76561198079298759,10,84.94,100.00 %
76561198079301175,32,409.79999999999995,No hay reseñas.
76561198079304499,3,39.97,No hay reseñas.
76561198079304809,86,1434.17,No hay reseñas.
76561198079307722,21,177.87,No hay reseñas.
76561198079309641,8,114.94,No hay reseñas.
76561198079314344,77,769.44,No hay reseñas.
76561198079314761,74,705.53,100.00 %
76561198079315132,77,818.51,100.00 %
76561198079315562,17,331.86,No hay reseñas.
76561198079316065,24,254.82999999999998,No hay reseñas.
76561198079316104,23,289.81,100.00 %
76561198079316689,35,301.78,No hay reseñas.
76561198079316737,6,69.96,No hay reseñas.
76561198079317153,60,916.89,No hay reseñas.
76561198079318392,94,1343.8899999999999,No hay reseñas.
76561198079319395,197,2929.42,No hay reseñas.
76561198079321688,8,70.93,No hay reseñas.
76561198079324079,8,154.93,No hay reseñas.
76561198079324143,7,74.97,100.00 %
76561198079324157,77,802.42,No hay reseñas.
76561198079324266,108,1363.31,100.00 %
76561198079326390,104,1463.18,50.00 %
76561198079327423,2,0.0,No hay reseñas.
76561198079327998,65,372.75,66.67 %
76561198079328428,2,19.99,No hay reseñas.
76561198079328736,2,29.979999999999997,No hay reseñas.
76561198079329186,30,289.84,No hay reseñas.
76561198079329399,115,1196.25,No hay reseñas.
76561198079329561,25,366.78,No hay reseñas.
76561198079329602,15,91.92999999999999,No hay reseñas.
76561198079329884,37,252.88,No hay reseñas.
76561198079330474,16,164.89,100.00 %
76561198079330808,1,0.0,No hay reseñas.
76561198079331203,28,169.89,No hay reseñas.
76561198079332702,12,136.91,No hay reseñas.
76561198079333225,28,440.74,No hay reseñas.
76561198079333493,44,667.67,No hay reseñas.
76561198079333513,12,169.92,No hay reseñas.
76561198079333907,49,259.87,No hay reseñas.
76561198079333911,28,324.73,No hay reseñas.
76561198079334009,4,74.96,No hay reseñas.
76561198079334894,11,219.91,No hay reseñas.
76561198079335006,3,84.97,No hay reseñas.
76561198079335081,94,1134.59,0.00 %
76561198079335317,4,169.92000000000002,No hay reseñas.
76561198079335526,3,14.99,No hay reseñas.
76561198079335916,97,1240.23,No hay reseñas.
76561198079335929,7,81.94,No hay reseñas.
76561198079335990,56,457.7,No hay reseñas.
76561198079336478,49,804.5899999999999,No hay reseñas.
76561198079337006,61,1065.44,No hay reseñas.
76561198079337114,1,0.0,No hay reseñas.
76561198079337749,11,214.89,No hay reseñas.
76561198079337907,120,1642.89,No hay reseñas.
76561198079338445,11,244.93,No hay reseñas.
76561198079338810,14,400.8,No hay reseñas.
76561198079339411,145,2048.65,No hay reseñas.
76561198079339626,24,104.92999999999999,No hay reseñas.
76561198079339688,7,160.93,No hay reseñas.
76561198079339771,25,201.87,No hay reseñas.
76561198079339807,32,140.9,No hay reseñas.
76561198079340181,27,335.57,No hay reseñas.
76561198079341114,11,84.94,100.00 %
76561198079341510,44,76.94,No hay reseñas.
76561198079341599,13,169.92000000000002,No hay reseñas.
76561198079341765,35,585.65,No hay reseñas.
76561198079342142,70,879.5799999999999,No hay reseñas.
76561198079343052,29,434.73,No hay reseñas.
76561198079343391,1,19.99,No hay reseñas.
76561198079344227,83,823.42,100.00 %
76561198079345245,4,109.96,No hay reseñas.
76561198079345453,47,649.71,100.00 %
76561198079345624,10,44.97,No hay reseñas.
76561198079345697,21,264.86,100.00 %
76561198079347059,6,89.97,No hay reseñas.
76561198079347370,23,302.79,100.00 %
76561198079347520,31,202.85999999999999,No hay reseñas.
76561198079348289,79,1064.1,100.00 %
76561198079348388,50,757.7,No hay reseñas.
76561198079348389,9,177.91,No hay reseñas.
76561198079349090,6,54.96,No hay reseñas.
76561198079349507,32,408.75,No hay reseñas.
76561198079350354,38,526.76,100.00 %
76561198079351819,24,316.83,No hay reseñas.
76561198079352665,9,144.91,No hay reseñas.
76561198079353526,17,209.88,100.00 %
76561198079353896,28,349.77,No hay reseñas.
76561198079354062,28,429.58,No hay reseñas.
76561198079355425,18,114.92999999999999,No hay reseñas.
76561198079355573,1,14.99,No hay reseñas.
76561198079355713,112,1957.78,40.00 %
76561198079356541,41,724.66,No hay reseñas.
76561198079356660,95,1048.23,100.00 %
76561198079356698,84,1456.04,100.00 %
76561198079357946,20,207.85,No hay reseñas.
76561198079358158,7,109.94,No hay reseñas.
76561198079358276,22,264.8,No hay reseñas.
76561198079358745,71,1226.35,No hay reseñas.
76561198079359338,43,538.72,100.00 %
76561198079359418,18,186.85,No hay reseñas.
76561198079359578,65,959.29,No hay reseñas.
76561198079360822,19,169.91,No hay reseñas.
76561198079361830,3,0.0,No hay reseñas.
76561198079362142,33,382.78,No hay reseñas.
76561198079364238,15,109.92,No hay reseñas.
76561198079364311,7,144.93,No hay reseñas.
76561198079364710,31,415.77,No hay reseñas.
76561198079365188,32,285.78,No hay reseñas.
76561198079365271,44,159.88,No hay reseñas.
76561198079366509,56,322.77,100.00 %
76561198079366866,6,19.98,No hay reseñas.
76561198079366874,33,169.92000000000002,100.00 %
76561198079366912,11,164.92,No hay reseñas.
76561198079367990,122,1291.18,No hay reseñas.
76561198079368018,3,19.99,No hay reseñas.
76561198079368052,73,916.41,100.00 %
76561198079369230,33,459.83,No hay reseñas.
76561198079369970,12,149.92,No hay reseñas.
76561198079370050,7,114.95,No hay reseñas.
76561198079371510,7,9.99,No hay reseñas.
76561198079372619,26,579.78,No hay reseñas.
76561198079373364,12,49.96,No hay reseñas.
76561198079373395,7,189.94,No hay reseñas.
76561198079373982,69,854.48,No hay reseñas.
76561198079374078,88,1430.25,No hay reseñas.
76561198079375136,56,915.59,No hay reseñas.
76561198079377736,24,366.59,No hay reseñas.
76561198079378923,233,3091.29,88.89 %
76561198079382175,15,109.91,No hay reseñas.
76561198079384935,12,159.9,No hay reseñas.
76561198079389880,4,0.0,No hay reseñas.
76561198079392067,63,437.63,0.00 %
76561198079392539,3,48.97,No hay reseñas.
76561198079394997,2,39.98,No hay reseñas.
76561198079396315,34,87.94,No hay reseñas.
76561198079396542,2,29.979999999999997,No hay reseñas.
76561198079404821,20,229.83999999999997,No hay reseñas.
76561198079405465,88,1253.27,0.00 %
76561198079408469,65,996.4499999999999,100.00 %
76561198079418391,25,105.89,No hay reseñas.
76561198079424059,15,294.84,No hay reseñas.
76561198079424128,20,550.78,No hay reseñas.
76561198079424784,30,314.83,No hay reseñas.
76561198079428255,37,387.7,No hay reseñas.
76561198079429829,18,44.96,No hay reseñas.
76561198079432360,1,29.99,No hay reseñas.
76561198079442264,20,125.89999999999999,No hay reseñas.
76561198079445893,24,61.94,No hay reseñas.
76561198079450967,45,563.73,100.00 %
76561198079453356,9,9.99,No hay reseñas.
76561198079463900,134,1259.2,No hay reseñas.
76561198079466609,29,170.83,No hay reseñas.
76561198079467544,91,1230.33,100.00 %
76561198079468384,17,74.94,No hay reseñas.
76561198079469223,97,654.47,No hay reseñas.
76561198079471648,14,162.92000000000002,No hay reseñas.
76561198079471655,43,385.75,100.00 %
76561198079472218,29,318.88,No hay reseñas.
76561198079472658,6,69.95,No hay reseñas.
76561198079474710,10,189.93,No hay reseñas.
76561198079476883,36,189.86,No hay reseñas.
76561198079477693,22,140.9,No hay reseñas.
76561198079480004,1,9.99,No hay reseñas.
76561198079480655,9,0.0,No hay reseñas.
76561198079480947,14,192.85999999999999,No hay reseñas.
76561198079481588,16,377.8,No hay reseñas.
76561198079488970,24,115.91,No hay reseñas.
76561198079492671,38,575.74,No hay reseñas.
76561198079493299,39,270.78,100.00 %
76561198079494965,6,119.95,No hay reseñas.
76561198079495006,12,90.9,No hay reseñas.
76561198079498946,9,19.98,No hay reseñas.
76561198079500306,32,400.77,No hay reseñas.
76561198079502171,23,234.88,No hay reseñas.
76561198079502348,17,82.97,No hay reseñas.
76561198079505060,13,14.99,No hay reseñas.
76561198079505776,16,164.9,100.00 %
76561198079507136,7,39.97,No hay reseñas.
76561198079507473,29,330.73,100.00 %
76561198079507923,9,0.0,No hay reseñas.
76561198079508747,9,9.99,No hay reseñas.
76561198079510076,9,50.94,No hay reseñas.
76561198079510528,4,109.97,No hay reseñas.
76561198079510994,6,39.96,No hay reseñas.
76561198079512136,50,762.6,No hay reseñas.
76561198079515135,26,474.71999999999997,No hay reseñas.
76561198079516385,2,29.979999999999997,No hay reseñas.
76561198079516404,16,113.89,No hay reseñas.
76561198079517873,109,1859.71,100.00 %
76561198079518471,10,119.92999999999999,No hay reseñas.
76561198079518488,28,249.82999999999998,No hay reseñas.
76561198079518744,28,356.8,100.00 %
76561198079521138,66,711.56,No hay reseñas.
76561198079521222,193,1796.41,100.00 %
76561198079521426,128,1780.05,No hay reseñas.
76561198079521860,36,375.82,No hay reseñas.
76561198079522604,17,333.83,No hay reseñas.
76561198079522650,16,229.85999999999999,No hay reseñas.
76561198079524591,45,707.61,No hay reseñas.
76561198079525312,33,389.79999999999995,No hay reseñas.
76561198079526653,132,1539.9299999999998,No hay reseñas.
76561198079527201,50,716.58,100.00 %
76561198079527535,8,0.0,No hay reseñas.
76561198079528488,42,593.66,No hay reseñas.
76561198079529917,108,931.27,100.00 %
76561198079529922,95,1042.27,100.00 %
76561198079530639,58,432.67,100.00 %
76561198079531065,5,99.95,No hay reseñas.
76561198079531749,21,348.81,100.00 %
76561198079531892,25,246.85,No hay reseñas.
76561198079533912,11,144.91,No hay reseñas.
76561198079535340,75,913.3,No hay reseñas.
76561198079541410,27,341.51,No hay reseñas.
76561198079543103,37,607.65,No hay reseñas.
76561198079546186,62,996.4499999999999,No hay reseñas.
76561198079547006,14,339.87,No hay reseñas.
76561198079547383,101,1123.48,No hay reseñas.
76561198079549727,8,99.94,No hay reseñas.
76561198079550107,2,34.98,No hay reseñas.
76561198079550488,38,279.74,No hay reseñas.
76561198079553864,20,204.85,No hay reseñas.
76561198079555149,30,424.84000000000003,No hay reseñas.
76561198079556034,129,1093.39,No hay reseñas.
76561198079556554,64,616.4300000000001,No hay reseñas.
76561198079557189,6,44.97,No hay reseñas.
76561198079557901,95,999.8,100.00 %
76561198079558970,1,4.99,No hay reseñas.
76561198079559505,142,2149.6,75.00 %
76561198079559689,11,144.92000000000002,No hay reseñas.
76561198079559702,15,91.91,No hay reseñas.
76561198079571076,40,279.81,No hay reseñas.
76561198079579272,77,949.12,66.67 %
76561198079580634,3,14.99,No hay reseñas.
76561198079582022,84,985.41,No hay reseñas.
76561198079584462,18,97.91,No hay reseñas.
76561198079589220,67,506.73,100.00 %
76561198079598293,21,94.93,No hay reseñas.
76561198079600879,2,0.0,No hay reseñas.
76561198079603178,68,797.53,100.00 %
76561198079603688,3,89.97,No hay reseñas.
76561198079607015,11,116.9,No hay reseñas.
76561198079610836,20,247.88,No hay reseñas.
76561198079613755,26,289.88,No hay reseñas.
76561198079615130,1,14.99,No hay reseñas.
76561198079618887,11,290.84999999999997,No hay reseñas.
76561198079619811,106,976.41,No hay reseñas.
76561198079621961,53,982.52,100.00 %
76561198079622433,31,639.74,No hay reseñas.
76561198079626648,49,882.52,No hay reseñas.
76561198079627758,7,69.95,No hay reseñas.
76561198079627867,74,782.41,No hay reseñas.
76561198079628911,40,360.78,No hay reseñas.
76561198079632362,39,103.91,100.00 %
76561198079632458,12,82.93,No hay reseñas.
76561198079636646,16,244.93,No hay reseñas.
76561198079637544,1,9.99,No hay reseñas.
76561198079637963,23,136.87,No hay reseñas.
76561198079641567,111,1115.27,100.00 %
76561198079642013,121,1388.11,No hay reseñas.
76561198079645920,1,9.99,No hay reseñas.
76561198079646247,71,1009.39,No hay reseñas.
76561198079646778,38,400.69,No hay reseñas.
76561198079647385,3,44.97,No hay reseñas.
76561198079648902,17,144.93,No hay reseñas.
76561198079648961,1,0.0,No hay reseñas.
76561198079649290,106,1119.17,100.00 %
76561198079650317,59,627.5699999999999,100.00 %
76561198079651012,139,2168.7799999999997,100.00 %
76561198079651908,5,64.95,No hay reseñas.
76561198079651914,16,369.84,No hay reseñas.
76561198079652562,55,871.46,100.00 %
76561198079653655,106,876.1,No hay reseñas.
76561198079654919,101,576.52,100.00 %
76561198079655294,63,1102.43,No hay reseñas.
76561198079656512,2,29.979999999999997,No hay reseñas.
76561198079657185,1,0.0,No hay reseñas.
76561198079657230,3,109.97,No hay reseñas.
76561198079657297,16,154.9,No hay reseñas.
76561198079657628,8,264.92,No hay reseñas.
76561198079658599,143,1863.83,No hay reseñas.
76561198079658718,1,19.99,No hay reseñas.
76561198079659084,3,59.97,No hay reseñas.
76561198079660911,14,75.95,100.00 %
76561198079662181,41,430.68,No hay reseñas.
76561198079662648,132,1710.6799999999998,100.00 %
76561198079663499,3,0.0,No hay reseñas.
76561198079670513,3,4.99,No hay reseñas.
76561198079670866,2,0.0,No hay reseñas.
76561198079671154,59,829.25,66.67 %
76561198079671293,32,484.76,No hay reseñas.
76561198079673206,63,566.5799999999999,No hay reseñas.
76561198079673973,84,1142.46,No hay reseñas.
76561198079676184,53,682.55,No hay reseñas.
76561198079676322,7,39.97,No hay reseñas.
76561198079678654,7,124.95,No hay reseñas.
76561198079679192,2,0.0,No hay reseñas.
76561198079680944,41,694.61,No hay reseñas.
76561198079681077,4,34.98,No hay reseñas.
76561198079682941,32,129.91,100.00 %
76561198079683480,4,19.99,No hay reseñas.
76561198079685603,1,14.99,No hay reseñas.
76561198079687466,18,140.9,No hay reseñas.
76561198079687617,130,1346.02,No hay reseñas.
76561198079687863,44,689.67,No hay reseñas.
76561198079688360,4,59.959999999999994,No hay reseñas.
76561198079690718,30,509.81,No hay reseñas.
76561198079693504,19,285.81,No hay reseñas.
76561198079693942,15,49.97,No hay reseñas.
76561198079694867,21,304.84,No hay reseñas.
76561198079699965,8,19.99,No hay reseñas.
76561198079702278,1,14.99,No hay reseñas.
76561198079705058,44,698.5699999999999,No hay reseñas.
76561198079705633,44,225.82,0.00 %
76561198079709365,45,557.0699999999999,100.00 %
76561198079711200,1,14.99,No hay reseñas.
76561198079713693,27,139.9,No hay reseñas.
76561198079717344,46,170.84,No hay reseñas.
76561198079725568,23,105.9,No hay reseñas.
76561198079734414,50,339.89000000000004,No hay reseñas.
76561198079734541,9,49.97,No hay reseñas.
76561198079739489,10,54.98,No hay reseñas.
76561198079739982,1,19.99,No hay reseñas.
76561198079740168,7,54.96,No hay reseñas.
76561198079742188,12,435.8,No hay reseñas.
76561198079742288,163,2179.5,No hay reseñas.
76561198079742505,57,539.71,No hay reseñas.
76561198079743094,40,503.65999999999997,No hay reseñas.
76561198079744017,3,84.97,No hay reseñas.
76561198079746028,5,69.95,No hay reseñas.
76561198079750272,82,355.53000000000003,No hay reseñas.
76561198079754660,3,29.979999999999997,No hay reseñas.
76561198079755370,5,19.99,No hay reseñas.
76561198079756695,33,522.72,No hay reseñas.
76561198079756813,34,299.82,No hay reseñas.
76561198079757651,11,79.96000000000001,No hay reseñas.
76561198079758095,1,9.99,No hay reseñas.
76561198079760492,12,235.89,No hay reseñas.
76561198079761149,27,79.94,No hay reseñas.
76561198079761962,39,708.68,No hay reseñas.
76561198079762183,8,94.96000000000001,No hay reseñas.
76561198079764219,40,187.85,No hay reseñas.
76561198079765149,194,2217.42,0.00 %
76561198079765498,90,1510.09,No hay reseñas.
76561198079770573,27,218.87,100.00 %
76561198079770857,40,376.78999999999996,No hay reseñas.
76561198079771429,3,69.98,No hay reseñas.
76561198079776768,15,49.96,No hay reseñas.
76561198079777445,31,306.76,No hay reseñas.
76561198079780060,4,9.99,No hay reseñas.
76561198079783754,43,501.63,No hay reseñas.
76561198079783937,1,19.99,100.00 %
76561198079787386,35,480.67,No hay reseñas.
76561198079787848,199,2286.45,No hay reseñas.
76561198079792829,16,234.85999999999999,No hay reseñas.
76561198079793675,40,431.65,No hay reseñas.
76561198079797122,3,29.98,No hay reseñas.
76561198079797378,31,340.78999999999996,No hay reseñas.
76561198079799999,12,114.92,No hay reseñas.
76561198079800232,1,0.0,No hay reseñas.
76561198079803067,31,154.9,100.00 %
76561198079805877,14,14.99,No hay reseñas.
76561198079807215,142,1155.23,No hay reseñas.
76561198079817124,38,284.81,No hay reseñas.
76561198079820066,15,179.88,0.00 %
76561198079823212,2,29.979999999999997,No hay reseñas.
76561198079823782,22,389.84,No hay reseñas.
76561198079825718,62,317.79,No hay reseñas.
76561198079827650,22,300.91,No hay reseñas.
76561198079828878,5,16.98,No hay reseñas.
76561198079834390,71,95.95,No hay reseñas.
76561198079836691,13,71.95,No hay reseñas.
76561198079846922,9,94.94,No hay reseñas.
76561198079857885,9,109.92999999999999,No hay reseñas.
76561198079858366,11,0.0,No hay reseñas.
76561198079863107,1,9.99,No hay reseñas.
76561198079863446,35,443.5,No hay reseñas.
76561198079863506,19,89.94,No hay reseñas.
76561198079865171,7,76.93,No hay reseñas.
76561198079874677,54,693.56,No hay reseñas.
76561198079875162,6,84.96,No hay reseñas.
76561198079876444,41,445.78,No hay reseñas.
76561198079877225,1,9.99,No hay reseñas.
76561198079880943,28,126.93,No hay reseñas.
76561198079882443,34,476.7,No hay reseñas.
76561198079882756,18,173.85999999999999,No hay reseñas.
76561198079882851,278,3735.18,100.00 %
76561198079887518,51,868.59,No hay reseñas.
76561198079888597,41,461.7,0.00 %
76561198079889046,37,99.97,No hay reseñas.
76561198079890309,179,2664.5099999999998,100.00 %
76561198079891580,28,359.78999999999996,No hay reseñas.
76561198079894315,42,295.82,No hay reseñas.
76561198079894756,2,0.0,No hay reseñas.
76561198079895323,30,425.79,No hay reseñas.
76561198079896833,5,19.99,No hay reseñas.
76561198079896887,78,1245.74,No hay reseñas.
76561198079897237,40,84.94,No hay reseñas.
76561198079897413,17,248.85,No hay reseñas.
76561198079899934,35,362.77000000000004,No hay reseñas.
76561198079900606,19,204.87,No hay reseñas.
76561198079900879,29,188.89,No hay reseñas.
76561198079903165,122,2029.79,No hay reseñas.
76561198079908572,34,420.77,No hay reseñas.
76561198079911880,16,220.91,No hay reseñas.
76561198079911925,95,1218.1299999999999,No hay reseñas.
76561198079914547,7,99.92999999999999,No hay reseñas.
76561198079915605,11,250.86,No hay reseñas.
76561198079915925,51,747.52,No hay reseñas.
76561198079917136,52,139.9,No hay reseñas.
76561198079920179,4,59.96,No hay reseñas.
76561198079921152,97,990.41,No hay reseñas.
76561198079922866,56,860.52,No hay reseñas.
76561198079923721,4,149.96,No hay reseñas.
76561198079925051,5,34.97,No hay reseñas.
76561198079927632,63,275.86,No hay reseñas.
76561198079929251,57,535.65,No hay reseñas.
76561198079929460,7,26.98,No hay reseñas.
76561198079931414,83,1127.2,No hay reseñas.
76561198079933051,1,9.99,No hay reseñas.
76561198079935255,24,0.0,No hay reseñas.
76561198079938990,55,376.7,No hay reseñas.
76561198079946208,62,749.25,No hay reseñas.
76561198079952474,1,19.99,No hay reseñas.
76561198079956907,5,39.97,No hay reseñas.
76561198079958208,19,267.8,No hay reseñas.
76561198079958877,118,906.53,No hay reseñas.
76561198079961670,17,139.93,No hay reseñas.
76561198079963331,3,19.99,No hay reseñas.
76561198079964085,9,84.92999999999999,No hay reseñas.
76561198079964363,23,0.0,No hay reseñas.
76561198079970376,41,389.66,No hay reseñas.
76561198079974694,2,14.99,No hay reseñas.
76561198079976562,63,201.78,No hay reseñas.
76561198079979360,29,337.8,No hay reseñas.
76561198079980141,52,620.56,No hay reseñas.
76561198079982333,24,193.88,100.00 %
76561198079984204,54,205.87,No hay reseñas.
76561198079984580,85,957.23,No hay reseñas.
76561198079985860,31,429.74,No hay reseñas.
76561198079986661,90,640.52,100.00 %
76561198079990063,23,267.85,100.00 %
76561198079990786,51,466.71,No hay reseñas.
76561198079993102,8,14.99,No hay reseñas.
76561198079994621,6,84.94999999999999,No hay reseñas.
76561198079994904,21,267.85,100.00 %
76561198079999702,6,9.99,100.00 %
76561198080000289,3,59.99,No hay reseñas.
76561198080001165,24,169.91,No hay reseñas.
76561198080003721,6,0.0,No hay reseñas.
76561198080006354,5,0.0,No hay reseñas.
76561198080007682,14,54.96,No hay reseñas.
76561198080010949,10,102.92999999999999,No hay reseñas.
76561198080014665,1,19.99,No hay reseñas.
76561198080015704,21,288.86,No hay reseñas.
76561198080018098,9,29.99,No hay reseñas.
76561198080020479,8,110.92,No hay reseñas.
76561198080025333,2,19.98,No hay reseñas.
76561198080027198,35,347.7,No hay reseñas.
76561198080029534,23,74.92,No hay reseñas.
76561198080030286,36,398.79,No hay reseñas.
76561198080034304,17,130.93,No hay reseñas.
76561198080035771,1,0.0,No hay reseñas.
76561198080035919,7,19.99,No hay reseñas.
76561198080039169,150,1482.98,No hay reseñas.
76561198080039183,4,27.98,No hay reseñas.
76561198080046734,4,114.96,No hay reseñas.
76561198080050648,34,577.63,No hay reseñas.
76561198080057659,34,511.68,No hay reseñas.
76561198080060101,39,487.71999999999997,100.00 %
76561198080062064,11,157.89,No hay reseñas.
76561198080063012,23,179.87,No hay reseñas.
76561198080067187,1,9.99,No hay reseñas.
76561198080073865,8,39.97,No hay reseñas.
76561198080074619,12,249.9,No hay reseñas.
76561198080075902,6,34.98,No hay reseñas.
76561198080078185,1,9.99,No hay reseñas.
76561198080080282,9,47.96,100.00 %
76561198080080397,16,387.82,100.00 %
76561198080080409,51,503.77,No hay reseñas.
76561198080082226,86,464.65,No hay reseñas.
76561198080082471,68,832.49,No hay reseñas.
76561198080088362,20,69.95,No hay reseñas.
76561198080088764,3,44.97,No hay reseñas.
76561198080089767,16,236.87,No hay reseñas.
76561198080091016,17,150.87,No hay reseñas.
76561198080091227,17,88.92,No hay reseñas.
76561198080092029,2,29.979999999999997,No hay reseñas.
76561198080100054,21,234.83999999999997,No hay reseñas.
76561198080100321,63,1183.1599999999999,No hay reseñas.
76561198080101346,147,2131.62,No hay reseñas.
76561198080102429,13,204.89,No hay reseñas.
76561198080103160,221,2289.27,66.67 %
76561198080105688,81,1327.2,No hay reseñas.
76561198080110073,49,486.68,No hay reseñas.
76561198080111072,12,254.9,No hay reseñas.
76561198080113900,2,29.979999999999997,No hay reseñas.
76561198080114716,48,399.71999999999997,33.33 %
76561198080118589,49,378.63,100.00 %
76561198080122135,36,518.75,No hay reseñas.
76561198080125105,83,467.64,100.00 %
76561198080125440,50,505.73,No hay reseñas.
76561198080127349,2,34.98,No hay reseñas.
76561198080133542,34,463.78,100.00 %
76561198080134445,34,625.74,No hay reseñas.
76561198080135161,3,54.980000000000004,100.00 %
76561198080137082,98,1489.09,100.00 %
76561198080148447,50,358.7,100.00 %
76561198080156037,35,451.75,No hay reseñas.
76561198080156704,8,89.94,No hay reseñas.
76561198080157211,10,29.979999999999997,No hay reseñas.
76561198080157237,80,1254.32,100.00 %
76561198080157313,19,198.85999999999999,No hay reseñas.
76561198080163753,42,399.84999999999997,No hay reseñas.
76561198080164247,28,299.84,No hay reseñas.
76561198080165101,53,905.6,No hay reseñas.
76561198080171929,52,220.85999999999999,100.00 %
76561198080175160,25,105.91000000000001,No hay reseñas.
76561198080175859,2,24.98,No hay reseñas.
76561198080176279,19,49.97,No hay reseñas.
76561198080179261,11,155.9,No hay reseñas.
76561198080179934,1,0.0,No hay reseñas.
76561198080181640,31,152.88,No hay reseñas.
76561198080185195,2,19.99,No hay reseñas.
76561198080186653,12,164.93,No hay reseñas.
76561198080188364,31,380.78,No hay reseñas.
76561198080188926,1,14.99,No hay reseñas.
76561198080190315,1,4.99,No hay reseñas.
76561198080194046,87,722.55,No hay reseñas.
76561198080199570,35,327.76,No hay reseñas.
76561198080204426,2,19.99,No hay reseñas.
76561198080209148,40,387.71999999999997,100.00 %
76561198080210718,1,9.99,No hay reseñas.
76561198080210940,46,254.81,No hay reseñas.
76561198080211431,2,19.98,No hay reseñas.
76561198080212791,56,523.74,No hay reseñas.
76561198080215492,15,349.85999999999996,No hay reseñas.
76561198080218816,3,38.97,No hay reseñas.
76561198080224976,23,285.83,100.00 %
76561198080231482,72,953.39,No hay reseñas.
76561198080235876,11,59.98,No hay reseñas.
76561198080237817,1,19.99,No hay reseñas.
76561198080243274,27,143.93,No hay reseñas.
76561198080243582,18,335.65000000000003,No hay reseñas.
76561198080244350,15,132.92,No hay reseñas.
