developer,year,Cantidad,% free to play
n3v games,2011.0,2,0.00 %
n3v games,2012.0,1,0.00 %
n3v games,2013.0,3,0.00 %
n3v games,2014.0,6,0.00 %
n3v games,2015.0,4,0.00 %
n3v games,2016.0,37,2.70 %
n3v games,2017.0,37,2.70 %
n94games,2014.0,1,0.00 %
n94games,2017.0,2,0.00 %
namco,2013.0,1,0.00 %
namco bandai games,2013.0,1,0.00 %
namco bandai studio inc.,2014.0,1,0.00 %
nami tentou,2015.0,1,0.00 %
naspapa games,2017.0,1,0.00 %
nce software games,2016.0,1,0.00 %
nch software,2016.0,1,0.00 %
nch software,2017.0,5,0.00 %
ncr games,2017.0,1,0.00 %
ndpendent games,2017.0,1,0.00 %
ndev,2016.0,1,0.00 %
neocore games,2012.0,1,0.00 %
new audio technology,2016.0,1,0.00 %
"nexon co., ltd.",2013.0,1,0.00 %
nexon korea corp.,2012.0,1,100.00 %
nexon korea corp.,2017.0,4,25.00 %
next-soft+,2014.0,1,0.00 %
"nfa,claw games",2016.0,1,0.00 %
ngd studios,2011.0,3,0.00 %
ngd studios,2013.0,1,100.00 %
ngd studios,2014.0,1,0.00 %
ngd studios,2016.0,4,0.00 %
nhlislive,2017.0,1,0.00 %
nightbox,2016.0,1,0.00 %
nightbox,2017.0,1,0.00 %
nigoro,2013.0,1,0.00 %
nigoro,2015.0,1,0.00 %
nikita online,1997.0,1,0.00 %
nikita online,2015.0,1,100.00 %
nikita online,2016.0,1,100.00 %
nimonix,2016.0,1,100.00 %
nivlacart,2017.0,1,0.00 %
nlb project,2015.0,1,0.00 %
nms software,2015.0,1,0.00 %
"noiszmakers,team infinity",2017.0,1,0.00 %
ns studio,2017.0,9,55.56 %
nse circuit,2015.0,2,0.00 %
nse circuit,2016.0,1,0.00 %
"ntt plala inc.,roconilo project",2015.0,1,0.00 %
nyf,2017.0,1,0.00 %
nyp,2014.0,1,0.00 %
naarassusi game,2016.0,2,0.00 %
naarassusi game,2017.0,2,0.00 %
nabi studios,2006.0,1,100.00 %
nacho games,2015.0,1,0.00 %
naddic games,2017.0,1,100.00 %
nadeo,2008.0,2,0.00 %
nadeo,2011.0,1,0.00 %
nadeo,2013.0,3,0.00 %
nadeo,2017.0,1,0.00 %
naev team,2017.0,1,100.00 %
nafanya interactive,2017.0,1,0.00 %
naiad entertainment llc,2014.0,2,0.00 %
naissusworks,2017.0,1,0.00 %
naked sky entertainment,2006.0,1,0.00 %
naloki,2015.0,1,0.00 %
nalu zou,2017.0,1,0.00 %
namaage,2016.0,1,0.00 %
nanali studios,2016.0,1,0.00 %
"nanmo (takayuki yanagihara) @ fullpowersideattack.com,sanodg (nobuyoshi sano)",2015.0,1,0.00 %
nano games,2012.0,2,0.00 %
nano games,2014.0,1,0.00 %
nano games sp. z o.o.,2015.0,1,0.00 %
nanoleptic games,2017.0,1,0.00 %
"napoleon games, s.r.o.",2016.0,1,0.00 %
naps team,2016.0,1,0.00 %
narayan games,2017.0,2,0.00 %
narayana walters,2016.0,1,0.00 %
narko games,2017.0,3,0.00 %
narrator,2016.0,1,0.00 %
narrator,2017.0,2,0.00 %
narrow monolith,2012.0,1,0.00 %
narrow monolith,2015.0,1,0.00 %
nate schmold,2015.0,1,0.00 %
"nathan archer,luke brown,dan kramer",2015.0,1,0.00 %
nathan boler,2017.0,1,0.00 %
nathan meunier,2015.0,1,0.00 %
nathan meunier,2017.0,1,0.00 %
nathaniel nelson,2016.0,1,0.00 %
natsumeatari inc.,2017.0,1,0.00 %
naturally intelligent,2017.0,1,0.00 %
nauris amatnieks,2015.0,1,0.00 %
nauris amatnieks,2016.0,1,0.00 %
nauris amatnieks,2017.0,1,0.00 %
navel,2016.0,1,0.00 %
nawia games,2016.0,2,0.00 %
nawia games,2017.0,1,0.00 %
nayma software,1997.0,1,0.00 %
ndemic creations,2014.0,1,0.00 %
ndemic creations,2016.0,1,0.00 %
"nefarious dimensions interactive,ndi",2015.0,1,0.00 %
"nebuch,arligan",2017.0,1,0.00 %
nebula interactive,2016.0,1,0.00 %
neckbolt,2015.0,1,0.00 %
neckbolt,2017.0,1,0.00 %
necrophone games,2014.0,1,0.00 %
necrophone games,2017.0,1,0.00 %
nedostudio,2017.0,3,0.00 %
nedodnb,2017.0,2,0.00 %
neil birch,2016.0,1,0.00 %
neil birch,2017.0,2,0.00 %
neko entertainment,2012.0,1,0.00 %
neko entertainment,2013.0,1,0.00 %
neko entertainment,2014.0,1,0.00 %
"neko entertainment,team replay",2015.0,1,0.00 %
nekotofuurin,2017.0,1,0.00 %
nekomura games,2013.0,1,0.00 %
nekomura games,2014.0,1,0.00 %
nekomura games,2015.0,1,0.00 %
nekrosoft,2015.0,1,0.00 %
nemega,2017.0,1,0.00 %
nemesys games,2010.0,1,0.00 %
nemesys games,2011.0,2,0.00 %
nemesys games,2016.0,1,0.00 %
nemeton singularity simulations,2017.0,1,0.00 %
nemoria entertainment,2013.0,1,0.00 %
neo red entertainment,2016.0,1,0.00 %
neocoregames,2010.0,4,0.00 %
neocoregames,2011.0,4,0.00 %
neonight,2015.0,1,0.00 %
neoclassic games,2016.0,1,100.00 %
neocoregames,2009.0,2,0.00 %
neocoregames,2011.0,1,0.00 %
neocoregames,2012.0,1,0.00 %
neocoregames,2013.0,5,0.00 %
neocoregames,2014.0,5,0.00 %
neocoregames,2015.0,4,0.00 %
neognosis,2016.0,1,0.00 %
neojac entertainment inc.,2017.0,1,0.00 %
neon deity games,2015.0,1,0.00 %
neon serpent llc,2014.0,2,50.00 %
neon squid games,2016.0,1,0.00 %
neonchimp games,2017.0,1,0.00 %
neopica,2017.0,3,0.00 %
neople,2016.0,4,25.00 %
neotenia,2015.0,1,0.00 %
neotenia,2016.0,1,0.00 %
neox studios,2017.0,1,0.00 %
nerd kingdom inc.,2014.0,1,0.00 %
nerd monkeys®,2014.0,1,0.00 %
nerdrage studios ltd.,2017.0,2,0.00 %
nerdook productions,2014.0,3,0.00 %
nerdook productions,2015.0,1,0.00 %
nerdook productions,2017.0,3,0.00 %
nerdyyetis,2017.0,1,0.00 %
nerf game co. ltd.,2016.0,1,0.00 %
nerf game co. ltd.,2017.0,1,0.00 %
nerial,2015.0,2,0.00 %
nerial,2016.0,4,0.00 %
"nerial,synaptic insight technology systems",2017.0,3,0.00 %
nerve software llc,2015.0,2,0.00 %
"nerve software, gearbox software, llc",2016.0,1,0.00 %
nestor yavorskyy,2017.0,4,50.00 %
net games laboratory,2014.0,1,0.00 %
netcore games,2012.0,1,0.00 %
netcore games,2014.0,1,0.00 %
netcore games,2016.0,1,0.00 %
netease,2017.0,1,100.00 %
netherrealm studios,2015.0,11,0.00 %
"netherrealm studios,high voltage software",2013.0,2,0.00 %
"netherrealm studios,high voltage software",2015.0,1,0.00 %
"netherrealm studios,high voltage software",2016.0,7,0.00 %
"netherrealm studios,qloc",2016.0,1,0.00 %
"netherrealm studios,qloc",2017.0,20,0.00 %
netker inc.,2016.0,1,100.00 %
netmarble games,2016.0,1,100.00 %
netmin games,2014.0,1,0.00 %
netmin games,2016.0,1,0.00 %
netox,2016.0,1,0.00 %
neuralsoft,2017.0,1,0.00 %
neuron games,2011.0,1,0.00 %
neuron games,2016.0,1,0.00 %
neuronhaze,2016.0,4,0.00 %
neuronality,2017.0,1,0.00 %
neutron games gmbh,2014.0,1,0.00 %
never don't play,2015.0,2,0.00 %
nevercenter,2016.0,1,0.00 %
nevercenter ltd. co.,2012.0,1,0.00 %
neversoft,2005.0,1,0.00 %
nevosoft,2015.0,1,0.00 %
new atlantis games,2017.0,1,0.00 %
new bridge games,2015.0,1,0.00 %
new bridge games,2016.0,2,0.00 %
"new bridge games,alawar entertainment",2014.0,1,0.00 %
"new bridge games,alawar entertainment",2016.0,1,0.00 %
new horizon productions,2017.0,1,0.00 %
"new life interactive, llc",2015.0,2,0.00 %
new reality games,2014.0,2,0.00 %
new reality games,2015.0,3,0.00 %
"new reality games,eduard mirica",2017.0,1,0.00 %
"new reality games,scott holmes",2015.0,2,0.00 %
new star games,2012.0,1,0.00 %
new star games ltd,2010.0,1,0.00 %
new state,2015.0,1,0.00 %
new state,2016.0,1,0.00 %
new world interactive,2014.0,1,0.00 %
newhopegames,2017.0,1,0.00 %
newwestgames,2016.0,1,0.00 %
newwestgames,2017.0,1,0.00 %
newworldcoders,2016.0,1,0.00 %
nexeon studios,2015.0,1,0.00 %
nexon,2012.0,2,100.00 %
nexon,2014.0,1,100.00 %
nexon,2015.0,5,0.00 %
nexon,2017.0,7,0.00 %
nexus game studios,2014.0,2,0.00 %
nexymedia,2014.0,1,0.00 %
nezon production,2017.0,1,0.00 %
"nicalis, inc.",2011.0,1,0.00 %
"nicalis, inc.",2014.0,2,0.00 %
"nicalis, inc.,edmund mcmillen",2015.0,1,0.00 %
"nicalis, inc.,edmund mcmillen",2017.0,1,0.00 %
nicholas backus,2017.0,1,0.00 %
nicholas fisher,2016.0,1,0.00 %
nicholas fisher,2017.0,1,0.00 %
nicholas hiller,2017.0,1,0.00 %
nicholas hydock,2017.0,1,0.00 %
nicholas mallory,2015.0,1,0.00 %
nicholas rizzo,2017.0,1,0.00 %
nick donnelly,2014.0,1,0.00 %
nick everlith,2016.0,2,0.00 %
nick everlith,2017.0,1,0.00 %
nick howard,2015.0,1,0.00 %
nick shesterin,2017.0,1,0.00 %
nickana studio,2017.0,1,0.00 %
nickelodeon,2017.0,1,0.00 %
nickervision studios,2016.0,1,0.00 %
nickervision studios,2017.0,2,0.00 %
nicola mari,2017.0,1,0.00 %
nicolas bernard,2015.0,1,0.00 %
nicolas bernard,2016.0,2,0.00 %
nicolas bernard,2017.0,1,0.00 %
nicolas clarysse,2017.0,1,100.00 %
nicolas pierre-loti-viaud,2015.0,1,0.00 %
niels bauer games,2014.0,4,0.00 %
niels bauer games,2015.0,3,0.00 %
niels bauer games,2016.0,1,0.00 %
nifflas games,2013.0,1,0.00 %
nifflas games,2017.0,1,0.00 %
niffler ltd.,2014.0,3,0.00 %
niffler ltd.,2015.0,3,0.00 %
nifty productions,2017.0,2,0.00 %
night animals,2017.0,1,0.00 %
night apparatus,2017.0,1,0.00 %
night light interactive,2014.0,2,0.00 %
night node,2014.0,1,0.00 %
night node,2015.0,1,0.00 %
night node software,2016.0,1,0.00 %
night school studio,2016.0,1,0.00 %
"night school studio,scntfc",2016.0,1,0.00 %
night whale,2017.0,1,0.00 %
nighthood games,2016.0,1,0.00 %
nighthood games,2017.0,1,0.00 %
nightly studios,2015.0,1,0.00 %
nihilistic software,2000.0,1,0.00 %
nihon falcom,2012.0,2,0.00 %
nihon falcom,2013.0,1,0.00 %
nihon falcom,2014.0,1,0.00 %
nihon falcom,2015.0,2,0.00 %
nihon falcom,2016.0,1,0.00 %
nihon falcom,2017.0,35,0.00 %
"nihon falcom,mastiff",2015.0,1,0.00 %
nijumi games,2017.0,2,0.00 %
nik nak studios,2017.0,1,0.00 %
"nikhil tailor,ariflare",2017.0,1,0.00 %
nikita,2007.0,2,0.00 %
"nikita ""ghost_rus""",2017.0,8,0.00 %
"nikita ""ghost_rus""",2018.0,1,0.00 %
"nikita ""ghost_rus"",underanger thegachiwarrior",2017.0,2,0.00 %
nikita kaf,2017.0,2,50.00 %
"nikita markin,artem basko",2017.0,1,0.00 %
nikita nefedov,2016.0,1,0.00 %
nikita online,2012.0,1,100.00 %
"nikkatsu corporation,mebius",2017.0,1,0.00 %
nikku nomura,2016.0,1,0.00 %
nikola bulj,2016.0,1,0.00 %
nikola kostic,2015.0,1,0.00 %
nikolai patrakov,2016.0,1,0.00 %
nikolai usachev,2017.0,1,0.00 %
nikolay novikov,2016.0,1,0.00 %
nilem studio,2017.0,1,0.00 %
nilo studios,2016.0,1,0.00 %
nimble tools,2015.0,1,0.00 %
nimbly games,2009.0,1,100.00 %
nimbly games,2012.0,1,0.00 %
nimbly games,2016.0,1,0.00 %
nimbus interactive,2017.0,1,0.00 %
"nina freeman,emmett butler,decky coss,joni kittaka",2014.0,1,100.00 %
"nina freeman,laura knetzger,stephen lawrence clark",2015.0,1,100.00 %
"ninai games,yeaboing",2000.0,1,0.00 %
nincent,2017.0,2,0.00 %
nine dots studio,2014.0,1,0.00 %
nine tales digital,2014.0,1,0.00 %
"nine tales digital,bolt creative",2015.0,1,0.00 %
ninetales studios,2019.0,1,0.00 %
ninja chip studios,2017.0,1,0.00 %
ninja kiwi,2014.0,1,0.00 %
ninja kiwi,2016.0,2,50.00 %
ninja kiwi,2017.0,9,11.11 %
ninja robot dinosaur,2016.0,1,0.00 %
ninja theory,2013.0,6,0.00 %
ninja theory,2017.0,1,0.00 %
"ninjaisv,tigerndv",2015.0,1,0.00 %
"nippon ichi software, inc.",2016.0,11,0.00 %
"nippon ichi software, inc.",2017.0,8,0.00 %
nitreal,2017.0,1,0.00 %
nitro games,2009.0,4,0.00 %
nitro games,2010.0,3,0.00 %
nitro games,2011.0,3,0.00 %
nitroplus,2016.0,1,0.00 %
nitrous butterfly,2017.0,1,0.00 %
nival,2001.0,1,0.00 %
nival,2003.0,1,0.00 %
nival,2004.0,1,0.00 %
nival,2006.0,2,0.00 %
nival,2007.0,1,0.00 %
nival,2013.0,8,12.50 %
nival,2014.0,1,0.00 %
nival,2015.0,1,0.00 %
nival,2016.0,1,0.00 %
nival,2017.0,3,0.00 %
no brakes games,2016.0,1,0.00 %
no brakes games,2017.0,1,0.00 %
no bull intentions,2015.0,4,0.00 %
no code,2017.0,2,0.00 %
no goblin,2014.0,2,0.00 %
no goblin,2017.0,1,0.00 %
no moon,2017.0,1,100.00 %
no more room in hell team,2011.0,1,100.00 %
no pest productions,2015.0,2,0.00 %
no wand studios,2017.0,2,0.00 %
"no, you shut up inc.",2016.0,1,0.00 %
nodev,2014.0,1,0.00 %
notime studios,2017.0,1,0.00 %
"noah system,mgame",2016.0,1,100.00 %
noble empire corp.,2014.0,6,16.67 %
noble empire corp.,2015.0,1,0.00 %
noble empire corp.,2016.0,6,0.00 %
noble empire corp.,2017.0,9,0.00 %
noble master llc,2016.0,1,100.00 %
noble master llc,2017.0,1,100.00 %
noclip,2016.0,1,0.00 %
noclip,2017.0,3,0.00 %
noctecraft entertainment,2017.0,1,0.00 %
nocturnal works,2013.0,1,0.00 %
nocturne games,2017.0,1,0.00 %
"nodacoy games,jadan bliss",2017.0,1,0.00 %
nodamex,2016.0,1,0.00 %
nodbrim interactive,2016.0,2,0.00 %
nodding heads games,2019.0,1,0.00 %
nodzigames,2015.0,1,0.00 %
nodzigames,2016.0,1,0.00 %
nodzigames,2017.0,1,0.00 %
noetic games,2016.0,1,0.00 %
noio,2016.0,2,0.00 %
noio,2017.0,1,100.00 %
"noio,licorice",2015.0,1,0.00 %
nolo,2015.0,2,0.00 %
nolo,2016.0,1,0.00 %
nolo,2017.0,1,0.00 %
nom nom games,2014.0,1,0.00 %
nomad games,2013.0,1,0.00 %
nomad games,2014.0,14,0.00 %
nomad games,2015.0,8,0.00 %
nomad games,2016.0,12,0.00 %
nomad games,2017.0,6,0.00 %
"nomad games,voofoo studios",2016.0,1,0.00 %
nonfictional games,2017.0,1,0.00 %
nonadecimal creative,2014.0,1,0.00 %
nonadecimal creative,2016.0,1,0.00 %
nonlinear,2015.0,1,0.00 %
nonostante games,2017.0,1,0.00 %
nooner bear studio,2015.0,1,0.00 %
nooskewl,2015.0,4,25.00 %
norbsoftdev,2015.0,1,0.00 %
norbsoftdev,2016.0,2,0.00 %
norbsoftdev,2017.0,1,0.00 %
norbert palacz,2017.0,1,0.00 %
nordcurrent,2014.0,1,0.00 %
nordcurrent,2017.0,2,50.00 %
nordic legacy,2015.0,1,0.00 %
nordic mist games,2015.0,1,0.00 %
norrland interactive,2017.0,1,0.00 %
"norse,piko interactive",2015.0,1,0.00 %
north side,2014.0,1,0.00 %
north of earth,2012.0,1,0.00 %
north of earth,2014.0,1,0.00 %
northbrain,2015.0,1,0.00 %
northbrain,2017.0,1,0.00 %
northernlights games,2017.0,1,0.00 %
northplay,2017.0,1,0.00 %
"northway games,sarah northway",2014.0,1,0.00 %
"northway games,sarah northway",2015.0,1,0.00 %
norven games,2017.0,2,0.00 %
nosedevileugen,2017.0,1,0.00 %
nosebleed interactive,2017.0,1,0.00 %
"nostalgia hound,pigravity",2016.0,1,0.00 %
not games llp,2015.0,1,0.00 %
not magic,2016.0,1,0.00 %
not magic,2017.0,1,100.00 %
notgames,2015.0,1,0.00 %
notgames,2016.0,1,0.00 %
nothing rhymes with entertainment,2017.0,1,0.00 %
notion games,2016.0,1,0.00 %
notorious games,2014.0,1,0.00 %
notus games ltd,2017.0,9,0.00 %
noumena studios,2013.0,1,0.00 %
noumenon games,2010.0,1,0.00 %
noumenon games,2015.0,1,0.00 %
nova d,2016.0,1,0.00 %
"nova dimension,game-ready studio",2017.0,4,50.00 %
"nova dimension,naga entertainment",2014.0,1,0.00 %
"nova dimension,recreat4",2017.0,1,0.00 %
"nova ideals,alawar entertainment",2016.0,1,0.00 %
nova ideas,2017.0,1,0.00 %
nova-box,2016.0,1,0.00 %
novalogic,1998.0,3,0.00 %
novalogic,1999.0,3,0.00 %
novalogic,2000.0,2,0.00 %
novalogic,2001.0,1,0.00 %
novalogic,2002.0,1,0.00 %
novalogic,2003.0,1,0.00 %
novalogic,2005.0,1,0.00 %
novalogic,2009.0,2,0.00 %
novectacle,2013.0,1,0.00 %
novectacle,2016.0,1,0.00 %
novel tea games,2016.0,2,50.00 %
"noviy disk,lesta studios inc",2009.0,1,0.00 %
novo mundo,2017.0,1,0.00 %
novus res,2017.0,1,0.00 %
nowhere studios,2014.0,3,0.00 %
nowhere town,2017.0,1,0.00 %
nozon,2016.0,2,100.00 %
"ntreev soft co., ltd.",2010.0,1,0.00 %
ntronium games,2010.0,1,0.00 %
ntronium games,2013.0,1,0.00 %
ntroy ltd,2017.0,4,25.00 %
nuberu games,2016.0,1,0.00 %
nuberu games,2017.0,1,0.00 %
nuclear,2017.0,1,0.00 %
nuclear fiction,2017.0,2,0.00 %
nuclear fishin' software,2017.0,1,0.00 %
nuclear strawberry,2016.0,1,0.00 %
nuclearfirecracker,2015.0,1,0.00 %
nucleax,2017.0,1,0.00 %
nude maker,2016.0,4,0.00 %
nukgames,2016.0,4,50.00 %
nukgames,2017.0,4,0.00 %
nuke nine,2014.0,1,0.00 %
nuked games,2016.0,1,0.00 %
nuked games,2017.0,1,0.00 %
nuligine,2015.0,2,0.00 %
null reference games llc,2017.0,1,0.00 %
nullray gaming,2017.0,1,0.00 %
numantian games,2014.0,3,0.00 %
numantian games,2017.0,1,0.00 %
number none,2009.0,1,0.00 %
numinous games,2016.0,1,0.00 %
nuno donato,2014.0,1,0.00 %
nuno donato,2016.0,1,0.00 %
nuno donato,2017.0,1,0.00 %
nuostak,2016.0,1,0.00 %
nurgo software,2015.0,1,0.00 %
nuriworks,2017.0,4,0.00 %
nussoft,2015.0,1,0.00 %
nussoft,2016.0,3,0.00 %
nuts and volts electronics,2017.0,3,0.00 %
nvizzio creations,2016.0,2,0.00 %
nvizzio creations,2017.0,1,0.00 %
nyamyam,2015.0,1,0.00 %
nyan_fort,2017.0,1,0.00 %
nylund games,2017.0,1,0.00 %
néo-riki games,2017.0,1,0.00 %
o'stinky lab.,2017.0,1,0.00 %
o.p. games,2017.0,2,50.00 %
o.t.k games,2017.0,1,0.00 %
oblone software,2015.0,1,0.00 %
oc game studio,2016.0,1,0.00 %
occa studios,2015.0,1,0.00 %
"ocr dev team,onur uça",2016.0,1,0.00 %
odd games,2015.0,1,0.00 %
okam studio,2016.0,1,0.00 %
om entertainment,2015.0,1,0.00 %
omnidream creations,2015.0,4,0.00 %
omnidream creations,2016.0,1,0.00 %
omnidream creations srl,2015.0,1,0.00 %
one more level,2014.0,1,0.00 %
onevision games,2017.0,2,0.00 %
ooo gameprom,2016.0,1,0.00 %
oototgames,2017.0,1,0.00 %
opencap studio,2017.0,1,0.00 %
opqam,2014.0,1,0.00 %
opqam,2016.0,1,0.00 %
orgs studio,2017.0,1,0.00 %
"origin systems, inc.",1989.0,1,0.00 %
osome studio,2015.0,1,0.00 %
overdrive,2011.0,1,0.00 %
overdrive,2014.0,1,0.00 %
overdrive,2015.0,1,0.00 %
overdrive,2016.0,1,0.00 %
overkill - a starbreeze studio.,2013.0,6,0.00 %
overkill - a starbreeze studio.,2014.0,13,0.00 %
overkill - a starbreeze studio.,2015.0,10,0.00 %
overkill - a starbreeze studio.,2016.0,9,0.00 %
overkill - a starbreeze studio.,2017.0,3,0.00 %
overkill software,2011.0,1,0.00 %
overkill software,2012.0,2,0.00 %
oasis games,2010.0,1,0.00 %
obadiah d luna,2017.0,1,0.00 %
obi-wanya,2017.0,2,0.00 %
oblivionburn productions,2015.0,2,50.00 %
obscure cloud,2015.0,1,0.00 %
obsessionsoft,2017.0,1,100.00 %
obsessive science games,2016.0,1,0.00 %
obsessive science games,2017.0,1,0.00 %
obsidian entertainment,2010.0,2,0.00 %
obsidian entertainment,2011.0,8,0.00 %
obsidian entertainment,2014.0,3,0.00 %
obsidian entertainment,2015.0,4,0.00 %
obsidian entertainment,2016.0,1,0.00 %
obsidian entertainment,2017.0,12,16.67 %
"obsidian entertainment, inc.",2017.0,3,0.00 %
"obsidian entertainment,aspyr (mac, linux, &amp; windows update)",2005.0,1,0.00 %
"obsidian entertainment,my.com",2015.0,1,100.00 %
ocelot society,2016.0,1,0.00 %
ocelot society,2017.0,1,0.00 %
"octane games,meridian4",2011.0,1,0.00 %
octo studio,2017.0,1,0.00 %
octopi is not a word,2017.0,1,0.00 %
octopus 8 studios,2017.0,3,0.00 %
octoshark studios,2010.0,1,100.00 %
ocumens llc,2017.0,2,0.00 %
odamir khaulepi,2017.0,1,0.00 %
odd comet games,2015.0,1,0.00 %
odd emu,2016.0,1,0.00 %
oddbird,2017.0,1,0.00 %
oddmeat,2017.0,1,0.00 %
oddly shaped pixels,2017.0,1,0.00 %
oddrok,2017.0,1,0.00 %
oddworld inhabitants,1997.0,1,0.00 %
oddworld inhabitants,1998.0,1,0.00 %
oddworld inhabitants,2010.0,2,0.00 %
oddworld inhabitants,2017.0,1,0.00 %
"oddworld inhabitants, inc.",2015.0,2,0.00 %
odin game studio,2014.0,2,0.00 %
odin game studio,2016.0,3,0.00 %
odnako games,2016.0,1,0.00 %
office 5656,2016.0,2,0.00 %
officialandy,2017.0,3,0.00 %
"offworld games, llc",2015.0,1,0.00 %
"offworld games, llc",2016.0,1,0.00 %
offworld industries,2015.0,1,0.00 %
offworld industries,2016.0,1,0.00 %
ogre head studio,2017.0,2,0.00 %
ogulcan karaoglu,2017.0,1,0.00 %
"oh, a rock! studios",2016.0,2,0.00 %
"oh, a rock! studios",2017.0,2,0.00 %
ohnoo studio,2015.0,2,0.00 %
"ohnoo studio,smile",2015.0,1,0.00 %
ohm force,2007.0,1,0.00 %
okinawa sunrise,2017.0,2,50.00 %
okugi studio,2012.0,2,0.00 %
old b1ood,2016.0,1,0.00 %
old keyboard,2017.0,1,0.00 %
old school games,2013.0,2,0.00 %
oldblood,2015.0,1,0.00 %
"olde sküül,sculptured software",2015.0,1,0.00 %
olderbytes,2015.0,1,0.00 %
oldmoustache gameworks,2017.0,1,0.00 %
ole steiness,2017.0,3,0.00 %
"oleg sergeev,andrey rumak",2016.0,1,0.00 %
"oleg sergeev,andrey rumak,do my best",2016.0,1,0.00 %
"oleg sergeev,andrey rumak,do my best",2017.0,1,0.00 %
oliver boyce,2016.0,1,0.00 %
oliver chime,2017.0,1,0.00 %
oliver keppelmüller,2015.0,1,0.00 %
oliver keppelmüller,2016.0,2,0.00 %
oliver peat,2017.0,1,0.00 %
olivier leclair,2017.0,6,16.67 %
"olli harjola, otto hantula, tom jubert, carlo castellano",2013.0,1,0.00 %
olli-samuli lehmus,2017.0,1,0.00 %
olly whillans,2016.0,1,0.00 %
"olympic,sp",2017.0,1,0.00 %
omaj,2017.0,1,0.00 %
omar masroor,2017.0,2,0.00 %
omega games,2015.0,3,0.00 %
omega point games,2015.0,1,0.00 %
omicron games,2017.0,1,0.00 %
"omicron games,ashton ""dedra"" bourgeois",2017.0,1,0.00 %
ominous entertainment,2017.0,1,0.00 %
omnistorm gaming,2017.0,1,0.00 %
omnichron studios,2017.0,1,0.00 %
omniconnection,2017.0,7,14.29 %
on target simulations,2013.0,1,0.00 %
on target simulations,2015.0,1,0.00 %
on the level game studios,2014.0,2,0.00 %
on the level game studios,2015.0,1,0.00 %
on the level game studios,2017.0,1,0.00 %
on the wall entertainment,2016.0,1,0.00 %
on5,2017.0,1,0.00 %
onfire games,2017.0,1,0.00 %
onskull games,2017.0,5,0.00 %
once more with gusto,2015.0,1,0.00 %
one bit studio,2017.0,1,0.00 %
one dave software,2017.0,1,0.00 %
one legged seagull,2015.0,1,0.00 %
one man band games,2015.0,1,0.00 %
one man left studios,2016.0,1,0.00 %
one more game,2017.0,1,0.00 %
one more level,2016.0,1,0.00 %
one wheel studio,2016.0,1,0.00 %
one-bit punch,2014.0,1,0.00 %
onemanteam,2017.0,1,0.00 %
oneironaut academy llc,2017.0,1,0.00 %
oneshark,2016.0,1,0.00 %
oneshark,2017.0,1,0.00 %
onion core,2016.0,1,0.00 %
onionmilk,2017.0,1,0.00 %
onipunks studio inc.,2015.0,1,0.00 %
only human studios,2014.0,1,0.00 %
only human studios,2015.0,1,0.00 %
onlyjoy`s production,2017.0,1,0.00 %
onni interactive,2015.0,1,0.00 %
onson soft,2008.0,1,100.00 %
onur vural and leigh christian,2017.0,1,0.00 %
onuralp kanatsız,2017.0,1,0.00 %
onyx lute,2016.0,1,0.00 %
oointah,2016.0,2,0.00 %
oovee entertainment,2012.0,1,0.00 %
oovee® game studios,2012.0,1,0.00 %
oovee® game studios,2013.0,1,0.00 %
oovee® game studios,2014.0,1,0.00 %
oovee® game studios,2016.0,1,0.00 %
open mid interactive,2017.0,1,0.00 %
open world interactive,2017.0,1,0.00 %
openxcell studio,2016.0,1,0.00 %
operahouse corporation,2017.0,2,0.00 %
"operation constellation,valentina baker",2017.0,1,0.00 %
optical override,2017.0,1,100.00 %
opus,2012.0,1,0.00 %
opus,2014.0,2,0.00 %
orangegames,2016.0,1,0.00 %
"orangegames,youdagames",2016.0,1,100.00 %
"orangegames,youdagames",2017.0,1,100.00 %
orange_juice,2013.0,1,0.00 %
orange_juice,2014.0,5,0.00 %
orange_juice,2015.0,5,0.00 %
orange_juice,2016.0,5,0.00 %
orange_juice,2017.0,6,0.00 %
"orange_juice,deku",2016.0,2,0.00 %
orangepixel,2015.0,3,0.00 %
orangepixel,2016.0,2,0.00 %
orangepixel,2017.0,2,0.00 %
orator games,2011.0,1,0.00 %
orbcreation,2017.0,1,0.00 %
orbital knight,2015.0,1,0.00 %
orbx,2015.0,3,0.00 %
orbx,2016.0,1,0.00 %
orbx,2017.0,3,0.00 %
orchid games,2016.0,1,0.00 %
orchid games,2017.0,1,0.00 %
oreol,2015.0,1,0.00 %
oreol,2017.0,1,0.00 %
orfeas game studio,2017.0,1,0.00 %
organic 2 digital studio,2015.0,1,0.00 %
organic 2 digital studio,2016.0,1,0.00 %
organic humans,2014.0,1,0.00 %
origin8,2010.0,1,0.00 %
origin8 technologies ltd,2015.0,1,0.00 %
origin8 technologies ltd,2017.0,1,0.00 %
original games,2016.0,1,0.00 %
orihaus,2015.0,1,100.00 %
orion games,2006.0,2,0.00 %
orion games,2009.0,1,0.00 %
orionsoft,2012.0,1,0.00 %
orionsoft,2014.0,1,0.00 %
orionsoft,2016.0,1,0.00 %
orionsoft,2017.0,1,0.00 %
oriplay,2017.0,5,0.00 %
orlyapps,2015.0,1,0.00 %
orneon,2016.0,1,0.00 %
orneon,2017.0,1,0.00 %
orneon limited,2016.0,3,0.00 %
orneon limited,2017.0,1,0.00 %
